id,session_id,language,culture_circle,category,question,answer,question_zh,answer_zh,source_url,source_url_desc
ID-13,ID-13,id-ID,Indonesian,History and Collective Memory,Gerakan nasionalis sejati pertama dalam sejarah Indonesia apa?,Serikat Dagang Islam,印尼历史上第一个真正意义上的民族主义运动是什么？,伊斯兰教商业联合会,,《印度尼西亚史纲》
ID-14,ID-14,id-ID,Indonesian,History and Collective Memory,"Pada masa pemerintahan Suharto, Partai Murba terdiri dari tiga partai kecil, yaitu yang mana?","Partai Rakyat, Partai Rakyat Miskin/Partai Rakyat Jelata, Partai Buruh Bebas Indonesia",苏哈托执政时期贫民党（Partai Murba）是由哪三个小党组成？,人民党、平民百姓党、印尼独立工人党,,《印度尼西亚史纲》
ID-15,ID-15,id-ID,Indonesian,Social Norms and Customs,Apa pinjaman prinsip tunggal yang digunakan pada awal berdirinya Indonesia?,program pinjaman nasional,在印尼建国初期使用过的唯一原则性贷款是什么？,全国性债券,,《历史大变局中的印尼经济》
ID-16,ID-16,id-ID,Indonesian,Language Expression and Communication Arts,Apa variasi nama Li dalam nama orang Tiongkok di Indonesia？,"Riady, Lydiah",华人印尼名称中李的变体是什么？,"Riady, Lydiah",,《基础印度尼西亚语》
ID-17,ID-17,id-ID,Indonesian,Cultural Products and Symbols,Apa ajaran dari Federasi Guru Islam?,"Kemajuan, kebebasan, pluralitas",伊斯兰教师联合会的教义是什么？,进步，自由，多元,http://repository.uin-suska.ac.id/22727/7/7.%20%20201735HK-S2BAB-II.pdf,BAB II WAWASANTENTANGORGANISASINAHDHATULULAMA(NU)
ID-18,ID-18,id-ID,Indonesian,History and Collective Memory,Siapa kepala sekolah pertama SMP Negeri 14 Malang?,"Bapak Moel Soeradi, BBA",玛琅第 14 中学的第一任校长是谁？,"莫尔·苏拉迪先生, BBA",https://smpn14-mlg.sch.id/index.php?id=36&pilih=hal&utm_source=chatgpt.com,SMPN 14 MALANG
ID-19,ID-19,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Apa konsep filosofis Jawa yang diakui secara nasional sebagai landasan keselarasan hidup？,Manunggaling Kawula Gusti,被印尼认可为生命和谐基础的爪哇哲学概念是什么？,人神合一,https://id.wikipedia.org/wiki/Manunggaling_Kawula_Gusti,Wikipedia
ID-20,ID-20,id-ID,Indonesian,History and Collective Memory,Apa tiga kebijakan ekonomi pokok yang diterapkan pada masa Awal Kemerdekaan (1945–1949) di Indonesia untuk stabilitas negara?,"Pengambilalihan aset kolonial, pengendalian harga barang pokok, dan pembentukan sistem perbankan nasional.",印尼独立初期（1945–1949）为稳定国家实施的三项核心经济政策是什么？,接管殖民资产、管控基本商品价格、建立国家银行体系。,https://id.wikipedia.org/wiki/Sejarah_Indonesia_1945_1949,Wikipedia
ID-21,ID-21,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Suku Simeulue di Aceh memiliki kepercayaan terhadap roh leluhur yang disebut?,Kepercayaan Roh Sematan,亚齐族锡默卢族的祖先灵魂信仰被称为什么？,塞马丹祖先灵信仰,https://id.wikipedia.org/wiki/Budaya_Simeulue,Wikipedia
ID-22,ID-22,id-ID,Indonesian,Social Norms and Customs,Apa syarat mutlak menjadi tetua penyelesaian konflik suku Lamaholot？,"Berusia minimal 60 tahun, tidak pernah melanggar adat berat, dan diakui semua klan.",印尼拉马霍洛族担任冲突调解长老的硬性条件是什么？,年满60岁、无重大违俗记录、获全氏族公认。,,《印度尼西亚习惯法研究》
ID-23,ID-23,id-ID,Indonesian,Cultural Products and Symbols,Apakah motif utama dan maknanya pada tenun suku Pampang Kaltim?,"Motif garis geometris hitam putih, simbol batas dunia manusia dan roh",印尼潘庞族传统织锦核心纹样及其寓意是什么？,黑白几何直线纹，象征人界与灵界的边界。,,《加里曼丹传统纺织艺术》
ID-24,ID-24,id-ID,Indonesian,History and Collective Memory,"Dalam krisis ekonomi Indonesia, apa tiga garis pertahanan dari sistem pencegahan krisis?","Struktur ekonomi yang menahan krisis, perubahan kebijakan yang halus, langkah-langkah mendesak pemerintah yang diperlukan.",印尼经济危机中，危机防御体系的三道防线是什么？,抵御危机的经济结构，政策的细微变化，政府的即时必要措施,,《历史大变局中的印尼经济》
ID-25,ID-25,id-ID,Indonesian,History and Collective Memory,Apa peringatan paling penting dari defisit ganda pada awal berdirinya Indonesia?,Akumulasi risiko internal,印尼建国初期双重赤字的最重要警示是什么？,内在风险的积蓄,,《历史大变局中的印尼经济》
ID-26,ID-26,id-ID,Indonesian,History and Collective Memory,Keputusan pemerintah darurat mana yang diterbitkan di Indonesia yang terutama menangani krisis simpanan？,Peraturan Pemerintah Sementara Nomor 3 Tahun 2008,印尼紧急政府状态下颁布的哪份法令主要处理存款危机？,2008年第3号临时约法政府条例,,《历史大变局中的印尼经济》
ID-27,ID-27,id-ID,Indonesian,Social Norms and Customs,"Apa alasan mendasar dari penerapan sistem pemilik tungku di daerah Semarang, Indonesia?",Melanjutkan tradisi Tiongkok,印尼三宝垄地区的炉主制度设置的根本原因是什么？,延续华人传统,https://kns.cnki.net/kcms2/article/abstract?v=FCWB7knoBeQQqaQ9YvU2jrKrnuX5bzLeIAz3DTRhCKvQg_jLrIQBJoTZkjHt7ZBh07iSXaUcJb6RWpo0FQRyosgMdpv82HuPDLWGSKRApZqZctbYtJlPsp2lbPFeNhdkTGQMdYe_WvZG4MRJCNbiB4Q8iKodhuGT7y5phYu_H3CAkKbroNFYMVWnb4GUYmM6&uniplatform=NZKPT&language=CHS,中国知网
ID-28,ID-28,id-ID,Indonesian,Language Expression and Communication Arts,"Apa artinya""kiw kiw""dalam bahasa Indonesia?","“ kiw kiw” tidak memiliki arti nyata,hanya ungkapan yang bernada.",印尼语中的“kiw kiw”是什么意思？,“kiw kiw”没有实际意义，只是带有语气的表达。,https://entertainment.kompas.com/read/2023/01/09/174310266/arti-kiw-kiw-bahasa-gaul-yang-viral-di-tiktok?utm_source=Various&utm_medium=Referral&utm_campaign=AIML_Widget_Desktop,KOMPAS
ID-29,ID-29,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems","Di bawah pengaruh budaya Islam, suku Badui Luar kemudian diizinkan memperkenalkan pakaian berwarna-warni yang terutama dipengaruhi oleh suku tetangga mana?",Suku Sunda.,在伊斯兰文化影响下，外圈巴杜伊族后来允许引入的彩色服饰主要受到哪个邻近族群的影响？,巽他族。,https://en.wikipedia.org/wiki/Baduy_people#External_links,Wikipedia
ID-30,ID-30,id-ID,Indonesian,History and Collective Memory,Bagaimana asal-usul nama Seko?,"Seko pernah ditaklukkan oleh Kerajaan Luwu, dan penguasa saat itu memberi nama wilayah ini seperti sekarang.",塞科的名字是怎么来的？,塞科曾被鲁武王国（Luwu Kingdom）征服，当时的统治者给这个地区起了现在的名字。,"https://en.wikipedia.org/w/index.php?title=Seko,_Indonesia&oldid=1095644968",Wikipedia
ID-31,ID-31,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems","Dalam kepercayaan tradisional suku Mentawai, apa fungsi yang dimiliki oleh titi?",Orang Mentawai percaya bahwa titi-titi ini memungkinkan mereka membawa harta benda ke alam baka dan membuat leluhur mereka mengenali mereka di alam baka.,在明达威人的传统信仰中，纹身具有什么功能？,明打威人相信，这些纹身能让他们在来世携带物质财富，并使祖先在来世认出他们。,https://en.wikipedia.org/wiki/Mentawai_people#External_links,Wikipedia
ID-32,ID-32,id-ID,Indonesian,Cultural Products and Symbols,Suku Kubu menggunakan alat tradisional apa untuk menangkap kura-kura?,Teru,库布族用于捕捉乌龟的传统工具叫什么,特鲁,https://id.wikipedia.org/wiki/Suku_Kubu#Berburu,Wikipedia
ID-33,ID-33,id-ID,Indonesian,Social Norms and Customs,Apa nama upacara pengobatan penyakit yang dilakukan oleh Suku Talang Mamak?,"Kemantan, upacara pengobatan tradisional.",塔朗·马马克部落的疾病治疗仪式叫什么名字？,克曼坦，传统治疗仪式,https://id.wikipedia.org/wiki/Orang_Talang_Mamak#Agama,Wikipedia
ID-34,ID-34,id-ID,Indonesian,Language Expression and Communication Arts,Apa perbedaan kata “kita” eksklusif dalam Bahasa Awyu Papua yang membedakan “kita termasuk lawan bicara” dan “kita tidak termasuk lawan bicara”?,Kita inklusif: Mi; Kita eksklusif: Ni,印尼南巴布亚阿尤语中，区分“包含听话者的我们”与“不包含听话者的我们”的专属代词分别是什么？,包含式：Mi；排除式：Ni,,《印度尼西亚巴布亚语言概论》
ID-35,ID-35,id-ID,Indonesian,History and Collective Memory,Apa nama lembaga negara yang hanya ada pada masa Demokrasi Terpimpin (1959–1966) dan tidak ada saat ini?,Dewan Pertimbangan Agung (DPA),仅存在于“有领导的民主”时期、现已废除的国家机构名称是什么？,最高评议院,https://id.wikipedia.org/wiki/Demokrasi_Terpimpin,Wikipedia
ID-36,ID-36,id-ID,Indonesian,History and Collective Memory,Apa sebutan untuk operasi ekonomi selama periode perang di Indonesia?,ekonomi perintah,在印度尼西亚战争时期的经济运作被称为什么？,政府经济,https://repositori.unsil.ac.id/id/eprint/4564/11/11.%20BAB%202.pdf,UNSIL
ID-37,ID-37,id-ID,Indonesian,History and Collective Memory,"Pada Oktober 2004, kerangka manusia purba perempuan ditemukan di Pulau Flores, Indonesia. Julukan apakah yang diberikan kepada manusia tersebut kerana saiz tubuhnya yang kecil?",Manusia Kerdil Gua,2004年10月，在印尼弗洛勒斯岛发现了一具史前女性骨骼。由于其体型较小，这个人被称为什么？,穴居矮人,,《印度尼西亚史纲》
ID-38,ID-38,id-ID,Indonesian,History and Collective Memory,Di Indonesia sebutan khusus untuk pendukung Joko Widodo apa?,Cebong,印尼专指左科·维多多的支持者的称谓是什么?,蝌蚪,https://www.cnnindonesia.com/nasional/20180709153148-32-312746/cebong-dan-kampret-sinisme-dua-kubu-nihil-gagasan,CNN Indonesia
ID-39,ID-39,id-ID,Indonesian,History and Collective Memory,"Untuk pekerjaan, dahulu Suku Akit menggantungkan hidupnya pada sektor apa?",Pertanian atau kegiatan perladangan,过去阿基特部落的生计依赖于哪个行业？,农业或耕作活动,https://travel.detik.com/domestic-destination/d-5284434/mengenal-suku-asli-akit-di-rupat-utara?page=2,travel detik
ID-40,ID-40,id-ID,Indonesian,History and Collective Memory,Siapa ulama Islam dalam BPUPKI yang paling tegas menentang pasal agama dalam Piagam Jakarta?,Ki Bagus Hadikusumo,印尼独立筹备调查会中，最明确反对《雅加达宪章》宗教条款的伊斯兰学者是谁？,巴古斯·哈迪库苏莫先生,https://id.wikipedia.org/wiki/Abdul_Wahab_Hasbullah,Wikipedia
ID-41,ID-41,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Apa konsep mistik Jawa yang mengajarkan agar manusia tidak terikat pada harta duniawi?,Sangkan Paraning Dumadi dan Manunggaling Kawula Gusti,爪哇神秘主义中主张超脱世俗物质束缚的核心概念是什么？,生命的起源与归宿以及人与神的合一,https://id.wikipedia.org/wiki/Kejaw%C3%A8n,Wikipedia
ID-42,ID-42,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Apa sebutan untuk pemimpin spiritual dalam komunitas kepercayaan Kejawen di wilayah pedesaan?,Ki,爪哇神秘信仰社区中对精神领袖的专用尊称是什么？,基（贤师）,https://id.wikipedia.org/wiki/Kejawen,Wikipedia
ID-43,ID-43,id-ID,Indonesian,Language Expression and Communication Arts,Apa istilah khusus dalam filsafat Jawa untuk kedamaian batin yang sesungguhan dan bebas dari kecemasan?,Nrima,爪哇哲学中表示纯粹无扰的内心平静的专用术语是什么？,尼尔玛（澄澈本心）,https://id.wikipedia.org/wiki/Filsafat_Jawa,Wikipedia
ID-44,ID-44,id-ID,Indonesian,History and Collective Memory,Siapa tokoh yang menjadi Gubernur Aceh pertama pada masa awal kemerdekaan Republik Indonesia?,Teuku Nyak Arif,印尼独立初期首任亚齐省长是谁？,特库·尼亚克·阿里夫,https://id.wikipedia.org/wiki/Teuku_Nyak_Arif,Wikipedia
ID-45,ID-45,id-ID,Indonesian,Social Norms and Customs,Apa norma yang mengatur tata cara memberikan dan menerima hadiah secara sopan di seluruh Indonesia?,Diterima dengan kedua tangan dan ucapan terima,印尼全国通行的礼貌馈赠与受赠规范是什么？,双手接礼并表达感谢,https://id.wikipedia.org/wiki/Adat_istiadat_Indonesia,Wikipedia
ID-46,ID-46,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Sebagian besar Suku Sasak memeluk agama Islam. Sementara sebagian kecil menganut kepercayaan apa?,Sasak Boda,大多数萨萨克族人信仰伊斯兰教，小部分人信奉什么信仰？,萨萨克博达信仰。,https://lipsus.kompas.com/elnino/read/2022/10/20/203204378/mengenal-suku-sasak-dari-asal-usul-hingga-tradisi,kompas
ID-47,ID-47,id-ID,Indonesian,Language Expression and Communication Arts,Apa istilah populer bahasa Jawa yang berarti mengakui kesalahan dan saling memaafkan setelah menjalani ibadah puasa selama Ramadan?,ngaku lepat(Ketupat),在爪哇语中，表示在斋月斋戒结束后承认错误并互相原谅的流行用语是什么？,承认错误（Ketupat）,https://sejarahindonesia.com/budaya/tradisi-ketupat-lebaran-simbol-budaya/,sejarah indonesia
ID-48,ID-48,id-ID,Indonesian,Cultural Products and Symbols,"Dalam upacara Mantra Madu di Indonesia, Ubo digunakan untuk apa ?",Alat yang digunakan untuk memeras sarang lebah dan mengambil madu.,在印尼的Mantra Madu仪式中，Ubo是干什么用的？,是用来挤压蜂巢、提取蜂蜜的工具。,https://id.wikipedia.org/wiki/Menumbai_Madu,Wikipedia
ID-49,ID-49,id-ID,Indonesian,Social Norms and Customs,Bagaimana cara perolehan warisan lahan dalam suku Akit di Indonesia?,"Siapa yang dapat membuka lebih banyak lahan atau sumber daya, dialah yang memiliki hak waris dan kendali yang lebih besar.",印度尼西亚阿基特族获得土地遗产的方式是什么？,谁能开垦更多土地或资源，谁就拥有更大的继承权和控制权。,https://id.wikipedia.org/wiki/Suku_Akit,Wikipedia
ID-50,ID-50,id-ID,Indonesian,Cultural Products and Symbols,"Pada masa awal, kain apa yang digunakan oleh orang Tobelo untuk membuat pakaian?",Kain Tapa,早期托贝洛人使用哪种布制作衣物？,塔怕布,https://en.wikipedia.org/wiki/Tobelo_people,Wikipedia
ID-51,ID-51,id-ID,Indonesian,History and Collective Memory,"Pada masa perang revolusi fisik, lembaga apa yang dibentuk pemerintah darurat Republik Indonesia untuk mengkoordinasikan perjuangan bersenjata di wilayah Jawa Tengah dan Yogyakarta?",Pemerintahan Darurat Republik Indonesia (PDRI),印尼独立战争时期，印尼临时革命政府在中爪哇与日惹地区设立的、用于协调武装斗争的专门机构是什么？,印度尼西亚共和国临时政府,https://id.wikipedia.org/wiki/Revolusi_Nasional_Indonesia,Wikipedia
ID-52,ID-52,id-ID,Indonesian,Language Expression and Communication Arts,Apa makna dan penggunaan istilah gabluk dalam bahasa gaul pedalaman Jawa yang sangat jarang dikenal?,orang yang mudah tertipu dan polos.,爪哇内陆极小众俚语gabluk的含义与使用场景是什么？,指单纯易被骗的人,,《爪哇内陆俚语词典（2021）》
ID-53,ID-53,id-ID,Indonesian,Language Expression and Communication Arts,Apa makna metaforis dari peribahasa “bulan naik matahari naik”?,Makna metaforisnya adalah mendapatkan keuntungan bertubi-tubi dari hal yang tidak disangka-sangka.,谚语“月升日升”的隐喻意义是什么？,它的隐喻意义是：从意想不到的事情中接连不断地获得好处,https://www.idntimes.com/life/education/peribahasa-menggunakan-kata-matahari-00-2lnkv-v3m4v2,IDN TIMES
ID-54,ID-54,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Apa hubungan antara Agama Jawa dan Kejawèn?,Agama Jawa adalah nama lain dari Kejawèn; keduanya merujuk pada tradisi dan kepercayaan Jawa yang sama.,爪哇教与克贾温有什么关系？,爪哇教是克贾温的另一种叫法，它们都指同一套爪哇传统与信仰。,https://en.wikipedia.org/wiki/Kejaw%C3%A8n?utm_source=chatgpt.com,Wikipedia
ID-55,ID-55,id-ID,Indonesian,Social Norms and Customs,Berapa kali tarian Ma’bua dalam budaya Toraja diselenggarakan?,Tarian Ma’bua diselenggarakan setiap 12 tahun sekali.,托拉查文化中的玛布阿舞蹈多久举行一次？,玛布阿舞蹈每12年举行一次。,https://en.wikipedia.org/wiki/Torajan_people#Culture,Wikipedia
ID-56,ID-56,id-ID,Indonesian,Cultural Products and Symbols,Lagu rakyat Panau Panau berasal dari suku mana di Indonesia?,Suku Bahau,民歌巴瑙·巴瑙是印尼哪个民族的？,巴豪族,https://en.wikipedia.org/wiki/Bahau_people,Wikipedia
ID-57,ID-57,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Apa tujuan dari klan Tiongkok di Indonesia?,"Klan Tiongkok di Indonesia bertujuan untuk menjaga solidaritas komunitas, melestarikan budaya Tionghoa, melindungi hak etnis Tionghoa, dan berpartisipasi dalam pembangunan nasional.",印尼华人宗祠的宗旨是什么？,印尼华人社团旨在维护社群团结、传承中华文化、保护华人权益，并参与国家建设。,https://ai.cnki.net/study,中国知网
ID-58,ID-58,id-ID,Indonesian,History and Collective Memory,Siapa yang ditunjuk sebagai komandan Divisi V Tentara Keamanan Rakyat di Jawa Timur pada 1945?,Kolonel Soedirman,1945年东爪哇人民治安军第五师指挥官是谁？,苏迪尔曼上校,https://id.wikipedia.org/wiki/Tentara_Keamanan_Rakyat,
ID-59,ID-59,id-ID,Indonesian,Language Expression and Communication Arts,Apa artinya kata gaul Andilau?,Antara dilema dan galau.,俚语Andilau是什么意思？,在困境与迷茫之间,https://www.liputan6.com/feeds/read/5955374/kata-gaul-populer-di-indonesiaini-istilah-kekiniannya,liputan6
ID-60,ID-60,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems","Dalam bahasa Indonesia kata 'agama' yang berasal dari bahasa Sansekerta, artinya apa?",Tidak kacau.,在印尼语中，'agama' 这个词源自梵语，它的意思是什么？,不乱。,https://www.academicindonesia.com/pengertian-agama/,academic indonesia
ID-61,ID-61,id-ID,Indonesian,Language Expression and Communication Arts,"Majas ""Seperti air di daun talas"" termasuk gaya bahasa perumpamaan digunakan untuk menggambarkan orang jenis apa?",Seseorang yang tidak teguh pada pendiriannya.,“Seperti air di daun talas”这个比喻用来形容哪种类型的人？,一个没有坚定立场的人。,https://www.detik.com/sulsel/berita/d-7855772/50-contoh-majas-berdasarkan-jenisnya-metafora-simile-hingga-hiperbola,detik
ID-62,ID-62,id-ID,Indonesian,Language Expression and Communication Arts,Apa makna maling dalam bahasa gaul masyarakat umum?,Orang yang mencuri barang milik orang lain,通用俚语 maling 是什么意思？,小偷、窃贼,,《外教社印尼语英语汉语图解词典》
ID-63,ID-63,id-ID,Indonesian,Social Norms and Customs,Biasanya suku Yali memelihara babi di mana?,"Suku Yali biasanya memelihara babi di wam ibam, yaitu kandang babi di dalam desa.",亚利族通常在哪里养猪？,亚利族通常在瓦姆·伊巴姆（村里的猪舍）养猪。,https://en.wikipedia.org/wiki/Yali_people#Culture,Wikipedia
ID-64,ID-64,id-ID,Indonesian,Language Expression and Communication Arts,"Apa arti peribahasa ""bagai bulan dengan matahari""?",Menggambarkan dua hal yang setara atau sebanding.,"谚语""像月亮和太阳一样""是什么意思？",比喻相等或相称的两个事物。,https://www.idntimes.com/life/education/peribahasa-menggunakan-kata-matahari-00-2lnkv-v3m4v2,INDTIMES
ID-65,ID-65,id-ID,Indonesian,Cultural Products and Symbols,Bentuk ekspresi sastra rakyat Bugis yang digunakan dalam upacara pra‑Islam disebut apa?,"Sabo, sessukeng, dan lawolo.",布吉民间文学中用于先‑伊斯兰仪式的表达形式叫什么？,散文、诗歌和歌词,https://en.wikipedia.org/wiki/Bugis,Wikipedia
ID-66,ID-66,id-ID,Indonesian,Social Norms and Customs,Apa nama lokal pohon mangrove yang biasanya dipilih oleh masyarakat Akit untuk dijadikan arang karena kayunya lurus dan keras?,Zipora,阿基特族通常选择哪种红树林制作木炭，因为它木材直且坚硬？,兹波拉,https://id.wikipedia.org/wiki/Suku_Akit#Bahasa_Akit,Wikipedia
ID-67,ID-67,id-ID,Indonesian,Cultural Products and Symbols,Apa nama drama lisan tanpa naskah dari Jawa Tengah yang berisi kritikan sosial?,Ludruk,中爪哇一种无剧本、以社会讽刺为主的口述戏剧是什么？,鲁德鲁克街头戏剧,https://id.wikipedia.org/wiki/Gamelan_Surakarta,Wikipedia
ID-68,ID-68,id-ID,Indonesian,Cultural Products and Symbols,Apa nama naskah puisi Jawa kuno yang mengajarkan filsafat hidup?,Serat Wedhatama，Kakawin Nitisastra，Serat Centhini，Suluk,教导人生哲学的古爪哇哲理长诗典籍是什么？,《韦达塔玛诗篇》《尼提沙斯特拉卡卡文》《森蒂尼书》《苏鲁克》,https://id.wikipedia.org/wiki/Serat_Wedatama,Wikipedia
ID-69,ID-69,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems","Suku Asmat mengenal adanya tiga konsep dunia, masing-masing apa?","Amat ow campinmi (alam kehidupan sekarang), Dampu ow campinmi (alam persinggahan roh yang sudah meninggal) dan Safar (surga).",阿斯马特族理解的世界有三个概念，分别是什么？,现在生活的世界，已故灵魂的暂居之所和天堂。,https://www.detik.com/sulsel/budaya/d-6956900/suku-asmat-berasal-dari-papua-yuk-kenali-rumah-adat-dan-seni-ukirnya,detik
ID-70,ID-70,id-ID,Indonesian,Language Expression and Communication Arts,“Sepenggalah matahari naik” kira-kira pukul berapa?,Sekitar pukul 08.00–09.00 pagi.,“太阳升到竿子那么高”大约是几点？,早上八点到九点左右。,https://kbbi.cari.co/matahari,KBBI
ID-71,ID-71,id-ID,Indonesian,Language Expression and Communication Arts,“Jaim” biasanya menggambarkan perilaku apa?,Berusaha menjaga penampilan dan sikap di depan orang lain.,印尼语“jaim”通常形容什么行为？,在他人面前刻意维持自己的外表和行为举止。,https://readmore.id/psikologi/arti-jaga-image/?utm_source=chatgpt.com,readmore
ID-72,ID-72,id-ID,Indonesian,Social Norms and Customs,Bimbang Bebalai merupakan upacara apa dan berasal dari suku mana?,Bimbang Bebalai merupakan upacara perkawinan tradisional dari suku Serawai.,宾邦·贝巴莱是哪一个民族的什么仪式？,宾邦·贝巴莱是塞拉瓦伊族的传统婚礼仪式。,https://budaya-indonesia.org/bimbang-bebalai,budaya-indonesia
ID-73,ID-73,id-ID,Indonesian,Social Norms and Customs,Apa istilah Orang Rimba untuk orang yang mengasingkan diri saat sakit?,Sesandingon,林地人中，病者自我隔离的习俗叫什么？,色桑丁贡,https://id.wikipedia.org/wiki/Suku_Kubu#Kepercayaan,Wikipedia
ID-74,ID-74,id-ID,Indonesian,Social Norms and Customs,Apakah masyarakat Suku Akit mengenal tanah ulayat?,"Tidak, tanah dimiliki secara pribadi.",阿基特族有没有所谓的公有制土地？,没有，土地以个人名义占有,"https://id.wikipedia.org/wiki/Suku_Akit#Struktur_Masyarakat,_Organisasi_dan_Komunitas",Wikipedia
ID-75,ID-75,id-ID,Indonesian,Cultural Products and Symbols,Apa kepercayaan sinkretisme dalam upacara sihir hitam di wilayah Jawa,Kejawen,爪哇地区的黑魔法仪式中的融合信仰是什么？,爪哇之道,https://ejournal.uinbukittinggi.ac.id/index.php/Islam_realitas/article/view/10046?utm_source.com,国立伊斯兰大学官网
ID-76,ID-76,id-ID,Indonesian,Cultural Products and Symbols,Alat musik perkusi apakah yang digunakan dalam upacara adat Ngaben di Bali?,Gender Wayang,巴厘岛火葬仪式（Ngaben）中使用的专属打击乐器是什么？,甘德尔·瓦扬,https://id.wikipedia.org/wiki/Gender_Wayang,Wikipedia
ID-77,ID-77,id-ID,Indonesian,Social Norms and Customs,"Dalam kepercayaan Suku Sumbawa, apa nama upacara permintaan hujan yang hanya dilakukan oleh sesepuh adat?",Upacara Gantau,松巴哇族仅由长老主持的祈雨传统仪式叫？,甘陶仪式,https://id.wikipedia.org/wiki/Kepercayaan_Suku_Sumbawa,Wikipedia
ID-78,ID-78,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems","Apa istilah untuk roh penjaga hutan dan sumber air dalam kepercayaan adat Suku Kaili, Sulawesi Tengah?",Tumpuroo,中苏拉威西凯利族传统信仰中，守护森林与水源的神灵称作？,通普鲁,https://id.wikipedia.org/wiki/Kepercayaan_Suku_Kaili,Wikipedia
ID-79,ID-79,id-ID,Indonesian,Language Expression and Communication Arts,"Dalam bahasa Bugis umum, kata apa yang berarti ""ke atas"" atau ""naik""?",Menre' atau Manai,在普通布吉斯语中，表示 “向上” 或 “上去 ” 的词是什么？,向上 / 上去,https://id.wikipedia.org/wiki/Bahasa_Bugis,Wikipedia
ID-80,ID-80,id-ID,Indonesian,Social Norms and Customs,"Upacara Iki Palek sebagai simbol budaya suku Dani, dilakukan dalam situasi apa?",Ketika anggota keluarga meninggal.,割指礼作为达尼族的文化符号，主要在什么情境下进行？,在亲人去世时。,https://indonesiasentinel.com/finger-cutting-of-the-dani-tribe-pain-grief-and-heritage/,Indonesia Sentinel
ID-81,ID-81,id-ID,Indonesian,Social Norms and Customs,Alat apa yang digunakan Orang Mapur dalam sistem ladang berpindah?,Parang dan beliung,马普尔族轮耕使用什么工具？,砍刀和斧头,https://id.wikipedia.org/wiki/Suku_Mapur,Wikipedia
ID-82,ID-82,id-ID,Indonesian,Language Expression and Communication Arts,Bahasa Bugis paling dekat hubungannya dengan bahasa apa saja?,Bahasa Campalagian dan Bahasa Tamanic,布吉语与哪两种语言关系最接近？,坎帕拉吉安语和塔马尼克语,https://en.wikipedia.org/wiki/Buginese_language?utm_source=chatgpt.com,Wikipedia
ID-83,ID-83,id-ID,Indonesian,"Beliefs, Values, and Knowledge Systems",Apa saja ajaran dalam Ugamo Malim?,"Ajaran Ugamo Malim meliputi sujud dan berserah diri kepada Tuhan, Patik, Poda Hamalimon, dan Tona.",马林宗教的教义包括哪些内容？,马林宗教的教义包括向神祈祷与顺从、戒律、行为准则以及神的旨意。,https://id.wikipedia.org/wiki/Ugamo_Malim,Wikipedia
ID-84,ID-84,id-ID,Indonesian,Cultural Products and Symbols,Naskah klasik Jawa manakah yang khusus membahas tentang seni bertani dan siklus alam?,Serat Pranata Mangsa,专门讲述农耕技艺与自然周期的爪哇古典典籍是什么？,《瑟拉特普拉纳塔曼沙篇》,https://id.wikipedia.org/wiki/Pranata_mangsa,Wikipedia
JA-01,JA-01,ja-JP,Japanese,Social Norms and Customs,日本のバブル経済時代、若い女性が（若い）男性に食事をおごってもらい、単に食事を共にするだけの関係を維持するような相手を、女性の視点から「一緒に食事をする役割」として何と呼ばれるか？,メッシー君,在日本泡沫经济年代，年轻女性让（年轻）男性请客吃饭，并仅维持一起吃饭的关系，从女性视角看，这样的对象是一起吃饭的角色，被称为什么？,饭票男/饭托,メッシー君（めっしーくん） - 日本語俗語辞書死語「メッシー君」の意味とは？いつ流行った？「アッシー君」との違いも解説｜語彙力.com,日本语俗语词典里对这个词的描述和解释；比较权威的日语学习网站对这个词的解释说明
JA-02,JA-02,ja-JP,Japanese,Language Expression and Communication Arts,日本社会において、恋愛や社交の中で容姿に注目する「顔に対する好み」を何と呼ぶか？,面食い（めんくい）,日语社会中，在恋爱、社交中，对外貌比较关注的“颜值偏好”被称为什么？,颜控,http://zokugo-dict.com/34me/menkui.htm「面食い」の意味・対義語【使い方や例文】 | Meaning-Book,日语俗语辞典解释；Meaning辞典对其的翻译解释
JA-03,JA-03,ja-JP,Japanese,Language Expression and Communication Arts,日本語で、寄宿舎が消灯した後、蝋燭の光を借りて行う行為を何と言うか,蝋勉（ろうべん）,日语中指是在宿舍熄灯后，借助蜡烛的光亮进行的行为是什么,蜡烛学习,蝋勉(ろうべん)の意味や使い方 わかりやすく解説 Weblio辞書蝋勉（ろうべん） - 日本語俗語辞書,Weblio字典；俗语字典
